bottom_themes,cross_sectional_spearman,d1_role,evidence_lane,horizon,long_short_spread,negative_leg_count,negative_leg_return,portfolio,positive_leg_count,positive_leg_return,signal_date,theme_count,top_themes
uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0321678344063947,1,-0.0321678344063947,top1_bottom1,0,0.0,2013-11-15,4,
uranium_nuclear|solar_energy,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0008347749374026381,2,0.008885796412451297,top2_bottom2,1,-0.009720571349853935,2013-11-15,4,semiconductors
uranium_nuclear|solar_energy,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0008347749374026381,2,0.008885796412451297,top_half_bottom_half,1,-0.009720571349853935,2013-11-15,4,semiconductors
solar_energy,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.019035857682088153,1,0.019035857682088153,top1_bottom1,0,0.0,2013-11-18,4,
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007313546082741262,2,0.007313546082741262,top2_bottom2,0,0.0,2013-11-18,4,
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007313546082741262,2,0.007313546082741262,top_half_bottom_half,0,0.0,2013-11-18,4,
solar_energy,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.05216317850566665,1,0.05216317850566665,top1_bottom1,0,0.0,2013-11-18,4,
solar_energy|cloud_computing,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.02588122209396626,2,0.02588122209396626,top2_bottom2,0,0.0,2013-11-18,4,
solar_energy|cloud_computing,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.02588122209396626,2,0.02588122209396626,top_half_bottom_half,0,0.0,2013-11-18,4,
solar_energy,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.004356693156098546,1,-0.004356693156098546,top1_bottom1,0,0.0,2013-11-19,4,
solar_energy|cloud_computing,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.007418173955690888,2,-0.007418173955690888,top2_bottom2,0,0.0,2013-11-19,4,
solar_energy|cloud_computing,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.007418173955690888,2,-0.007418173955690888,top_half_bottom_half,0,0.0,2013-11-19,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.009738622851287682,1,0.009738622851287682,top1_bottom1,0,0.0,2013-11-19,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.001040199411384446,2,0.001040199411384446,top2_bottom2,0,0.0,2013-11-19,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.001040199411384446,2,0.001040199411384446,top_half_bottom_half,0,0.0,2013-11-19,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.018433210327418403,1,0.018433210327418403,top1_bottom1,0,0.0,2013-11-20,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007003351616136688,2,0.007003351616136688,top2_bottom2,0,0.0,2013-11-20,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007003351616136688,2,0.007003351616136688,top_half_bottom_half,0,0.0,2013-11-20,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0023041512909272033,1,-0.0023041512909272033,top1_bottom1,0,0.0,2013-11-20,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.007791913042651921,2,-0.007791913042651921,top2_bottom2,0,0.0,2013-11-20,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.007791913042651921,2,-0.007791913042651921,top_half_bottom_half,0,0.0,2013-11-20,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03157899970036937,1,0.03157899970036937,top1_bottom1,0,0.0,2013-11-21,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03722870609704787,1,0.03157899970036937,top2_bottom2,1,0.0056497063966785,2013-11-21,4,semiconductors
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03722870609704787,1,0.03157899970036937,top_half_bottom_half,1,0.0056497063966785,2013-11-21,4,semiconductors
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03233084877680159,1,0.03233084877680159,top1_bottom1,0,0.0,2013-11-21,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.04387595394194499,1,0.03233084877680159,top2_bottom2,1,0.011545105165143399,2013-11-21,4,semiconductors
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.04387595394194499,1,0.03233084877680159,top_half_bottom_half,1,0.011545105165143399,2013-11-21,4,semiconductors
solar_energy,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.014598490386108276,1,0.014598490386108276,top1_bottom1,0,0.0,2013-11-22,4,
solar_energy|cloud_computing,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0069017798137821496,2,0.0069017798137821496,top2_bottom2,0,0.0,2013-11-22,4,
solar_energy|cloud_computing,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0069017798137821496,2,0.0069017798137821496,top_half_bottom_half,0,0.0,2013-11-22,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03649636998857708,1,0.03649636998857708,top1_bottom1,0,0.0,2013-11-22,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.019639275917355814,2,0.019639275917355814,top2_bottom2,0,0.0,2013-11-22,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.019639275917355814,2,0.019639275917355814,top_half_bottom_half,0,0.0,2013-11-22,4,
solar_energy,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01765951523179332,1,-0.01765951523179332,top1_bottom1,0,0.0,2013-11-25,4,
solar_energy|semiconductors,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.012868947865361968,2,-0.012868947865361968,top2_bottom2,0,0.0,2013-11-25,4,
solar_energy|semiconductors,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.012868947865361968,2,-0.012868947865361968,top_half_bottom_half,0,0.0,2013-11-25,4,
solar_energy,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0007907905925177428,1,-0.0007907905925177428,top1_bottom1,0,0.0,2013-11-25,4,
solar_energy|semiconductors,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.004312160373091678,2,-0.004312160373091678,top2_bottom2,0,0.0,2013-11-25,4,
solar_energy|semiconductors,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.004312160373091678,2,-0.004312160373091678,top_half_bottom_half,0,0.0,2013-11-25,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.021722521482652635,1,0.021722521482652635,top1_bottom1,0,0.0,2013-11-26,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.010661894136217431,2,0.010661894136217431,top2_bottom2,0,0.0,2013-11-26,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.010661894136217431,2,0.010661894136217431,top_half_bottom_half,0,0.0,2013-11-26,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.02555583881174084,1,0.02555583881174084,top1_bottom1,0,0.0,2013-11-26,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.00938876316960463,2,0.00938876316960463,top2_bottom2,0,0.0,2013-11-26,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.00938876316960463,2,0.00938876316960463,top_half_bottom_half,0,0.0,2013-11-26,4,
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.017593797628196017,1,0.017593797628196017,top1_bottom1,0,0.0,2013-11-27,4,
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.010677600903291895,2,0.013342344449910837,top2_bottom2,1,-0.0026647435466189417,2013-11-27,4,semiconductors
solar_energy|cloud_computing,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.010677600903291895,2,0.013342344449910837,top_half_bottom_half,1,-0.0026647435466189417,2013-11-27,4,semiconductors
solar_energy,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.037516189021844504,1,0.037516189021844504,top1_bottom1,0,0.0,2013-11-27,4,
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.017234536775719844,2,0.020141487730983676,top2_bottom2,1,-0.0029069509552638317,2013-11-27,4,semiconductors
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.017234536775719844,2,0.020141487730983676,top_half_bottom_half,1,-0.0029069509552638317,2013-11-27,4,semiconductors
solar_energy,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007031261641531672,1,0.007031261641531672,top1_bottom1,0,0.0,2013-11-29,4,
solar_energy|semiconductors,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.006543731685504484,2,0.006543731685504484,top2_bottom2,0,0.0,2013-11-29,4,
solar_energy|semiconductors,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.006543731685504484,2,0.006543731685504484,top_half_bottom_half,0,0.0,2013-11-29,4,
solar_energy,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.06432294589984633,1,0.06432294589984633,top1_bottom1,0,0.0,2013-11-29,4,
solar_energy|semiconductors,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0278010003118751,2,0.0278010003118751,top2_bottom2,0,0.0,2013-11-29,4,
solar_energy|semiconductors,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0278010003118751,2,0.0278010003118751,top_half_bottom_half,0,0.0,2013-11-29,4,
solar_energy,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.017432642281354216,1,0.017432642281354216,top1_bottom1,0,0.0,2013-12-02,4,
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.005123500568661288,2,0.005123500568661288,top2_bottom2,0,0.0,2013-12-02,4,
solar_energy|cloud_computing,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.005123500568661288,2,0.005123500568661288,top_half_bottom_half,0,0.0,2013-12-02,4,
solar_energy,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.09059694268039609,1,0.09059694268039609,top1_bottom1,0,0.0,2013-12-02,4,
solar_energy|cloud_computing,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03891121361726324,2,0.03891121361726324,top2_bottom2,0,0.0,2013-12-02,4,
solar_energy|cloud_computing,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03891121361726324,2,0.03891121361726324,top_half_bottom_half,0,0.0,2013-12-02,4,
solar_energy,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.06202652269409559,1,0.04517673969400715,top1_bottom1,1,0.016849783000088436,2013-12-03,4,semiconductors
solar_energy|uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.029018917042232195,2,0.013379622897005061,top2_bottom2,2,0.015639294145227134,2013-12-03,4,cloud_computing|semiconductors
solar_energy|uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.029018917042232195,2,0.013379622897005061,top_half_bottom_half,2,0.015639294145227134,2013-12-03,4,cloud_computing|semiconductors
solar_energy,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.08295580140727588,1,0.06537344749783547,top1_bottom1,1,0.017582353909440407,2013-12-03,4,semiconductors
solar_energy|uranium_nuclear,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.04881178101807676,2,0.0320045798890321,top2_bottom2,2,0.016807201129044658,2013-12-03,4,cloud_computing|semiconductors
solar_energy|uranium_nuclear,1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.04881178101807676,2,0.0320045798890321,top_half_bottom_half,2,0.016807201129044658,2013-12-03,4,cloud_computing|semiconductors
solar_energy,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.011747363293514446,1,0.011747363293514446,top1_bottom1,0,0.0,2013-12-09,4,
solar_energy|uranium_nuclear,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.00675138646703366,2,0.010993122685531875,top2_bottom2,1,-0.017744509152565535,2013-12-09,4,cloud_computing
solar_energy|uranium_nuclear,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.00675138646703366,2,0.010993122685531875,top_half_bottom_half,1,-0.017744509152565535,2013-12-09,4,cloud_computing
solar_energy,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.006754759101021968,1,-0.006754759101021968,top1_bottom1,0,0.0,2013-12-09,4,
solar_energy|uranium_nuclear,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.004931544018457523,2,-0.0009883114055644349,top2_bottom2,1,-0.003943232612893088,2013-12-09,4,cloud_computing
solar_energy|uranium_nuclear,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.004931544018457523,2,-0.0009883114055644349,top_half_bottom_half,1,-0.003943232612893088,2013-12-09,4,cloud_computing
solar_energy,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.04925415311355752,1,0.04925415311355752,top1_bottom1,0,0.0,2013-12-10,4,
solar_energy|uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03443099686107237,2,0.03443099686107237,top2_bottom2,0,0.0,2013-12-10,4,
solar_energy|uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03443099686107237,2,0.03443099686107237,top_half_bottom_half,0,0.0,2013-12-10,4,
solar_energy,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.012102457640002506,1,0.012102457640002506,top1_bottom1,0,0.0,2013-12-10,4,
solar_energy|uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.016531297123458466,2,0.016531297123458466,top2_bottom2,0,0.0,2013-12-10,4,
solar_energy|uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.016531297123458466,2,0.016531297123458466,top_half_bottom_half,0,0.0,2013-12-10,4,
solar_energy,-1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01721062324115019,1,-0.01721062324115019,top1_bottom1,0,0.0,2013-12-11,4,
solar_energy|cloud_computing,-1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.015427144516782287,2,-0.015427144516782287,top2_bottom2,0,0.0,2013-12-11,4,
solar_energy|cloud_computing,-1.0,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.015427144516782287,2,-0.015427144516782287,top_half_bottom_half,0,0.0,2013-12-11,4,
solar_energy,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.03501484505820707,1,-0.03501484505820707,top1_bottom1,0,0.0,2013-12-11,4,
solar_energy|cloud_computing,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.031351734967810296,2,-0.031351734967810296,top2_bottom2,0,0.0,2013-12-11,4,
solar_energy|cloud_computing,-0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.031351734967810296,2,-0.031351734967810296,top_half_bottom_half,0,0.0,2013-12-11,4,
solar_energy,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.03296053404864341,1,-0.03296053404864341,top1_bottom1,0,0.0,2013-12-12,4,
solar_energy|uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01579059606695371,2,-0.01579059606695371,top2_bottom2,0,0.0,2013-12-12,4,
solar_energy|uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01579059606695371,2,-0.01579059606695371,top_half_bottom_half,0,0.0,2013-12-12,4,
solar_energy,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.05061804720053642,1,-0.05061804720053642,top1_bottom1,0,0.0,2013-12-12,4,
solar_energy|uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.020481425554655985,2,-0.020481425554655985,top2_bottom2,0,0.0,2013-12-12,4,
solar_energy|uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.020481425554655985,2,-0.020481425554655985,top_half_bottom_half,0,0.0,2013-12-12,4,
solar_energy,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.02467685458271318,1,-0.02467685458271318,top1_bottom1,0,0.0,2013-12-13,4,
solar_energy|uranium_nuclear,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01647350253829649,2,-0.01647350253829649,top2_bottom2,0,0.0,2013-12-13,4,
solar_energy|uranium_nuclear,-0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01647350253829649,2,-0.01647350253829649,top_half_bottom_half,0,0.0,2013-12-13,4,
solar_energy,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.018507556888184284,1,-0.018507556888184284,top1_bottom1,0,0.0,2013-12-13,4,
solar_energy|uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.00408490973842468,2,-0.00408490973842468,top2_bottom2,0,0.0,2013-12-13,4,
solar_energy|uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.00408490973842468,2,-0.00408490973842468,top_half_bottom_half,0,0.0,2013-12-13,4,
semiconductors,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.012124150815955748,1,-0.012124150815955748,top1_bottom1,0,0.0,2013-12-16,4,
semiconductors|uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.00046715248091960815,2,0.00046715248091960815,top2_bottom2,0,0.0,2013-12-16,4,
semiconductors|uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.00046715248091960815,2,0.00046715248091960815,top_half_bottom_half,0,0.0,2013-12-16,4,
semiconductors,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.012366593132305592,1,-0.012366593132305592,top1_bottom1,0,0.0,2013-12-16,4,
semiconductors|uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.005152377920863205,2,-0.005152377920863205,top2_bottom2,0,0.0,2013-12-16,4,
semiconductors|uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.005152377920863205,2,-0.005152377920863205,top_half_bottom_half,0,0.0,2013-12-16,4,
uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.042071589950152366,1,0.01373631574007328,top1_bottom1,1,0.028335274210079087,2013-12-17,4,cloud_computing
uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.042071589950152366,1,0.01373631574007328,top2_bottom2,1,0.028335274210079087,2013-12-17,4,cloud_computing
uranium_nuclear,0.8,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.042071589950152366,1,0.01373631574007328,top_half_bottom_half,1,0.028335274210079087,2013-12-17,4,cloud_computing
uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03228594058016676,1,-0.005494500096186128,top1_bottom1,1,0.03778044067635289,2013-12-17,4,cloud_computing
uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03228594058016676,1,-0.005494500096186128,top2_bottom2,1,0.03778044067635289,2013-12-17,4,cloud_computing
uranium_nuclear,0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03228594058016676,1,-0.005494500096186128,top_half_bottom_half,1,0.03778044067635289,2013-12-17,4,cloud_computing
uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0013793419147360986,1,-0.0013793419147360986,top1_bottom1,0,0.0,2013-12-18,4,
uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0013793419147360986,1,-0.0013793419147360986,top2_bottom2,0,0.0,2013-12-18,4,
uranium_nuclear,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0013793419147360986,1,-0.0013793419147360986,top_half_bottom_half,0,0.0,2013-12-18,4,
uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.02896552250303075,1,-0.02896552250303075,top1_bottom1,0,0.0,2013-12-18,4,
uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.02896552250303075,1,-0.02896552250303075,top2_bottom2,0,0.0,2013-12-18,4,
uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.02896552250303075,1,-0.02896552250303075,top_half_bottom_half,0,0.0,2013-12-18,4,
uranium_nuclear,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.011748450114496878,1,-0.011748450114496878,top1_bottom1,0,0.0,2013-12-19,4,
uranium_nuclear|semiconductors,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.006591944846556563,2,-0.006591944846556563,top2_bottom2,0,0.0,2013-12-19,4,
uranium_nuclear|semiconductors,-0.4,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.006591944846556563,2,-0.006591944846556563,top_half_bottom_half,0,0.0,2013-12-19,4,
